"votes","reviewID","reviewDate","courseID","instructorID","semester","inMajorMinor","whyTake","primaryComponent","tags","rating","difficulty","value","hours","again","instructorEffectiveness","instructorEnthusiasm","instructorAccommodationLevel","instructorEnjoyed","instructorAgain","wasAuthorized","content"
1,"1c3158bd-ff24-418c-8d99-a2b25cc0cc7a","2023-03-26 02:22:14.702+00","MATH0332","E31257BCEFEB286C80864723C5A9BCFD","S22","major","Elective for Major/Minor","{Exams,Homework,Lectures}","{""Lots of Homework"",""Fair Grading"",Fast-Paced}",10,8,8,8,True,10,9,9,True,True,0,"Easily the most challenging class I've taken at Middlebury, but certainly a very rewarding experience. We started with over 20 people in the class and ended the semester with about 10. The material is quite difficult, but Velleman did a great job explaining it in a clear manner. He is also very clear in terms of his expectations for assignments, and is pretty generous when it comes to grading. Overall, if you're ready to put in the effort, I'd definitely recommend the course."
1,"47b68ac5-a777-4663-80d8-e20354a5bdaa","2023-03-26 19:25:10.264+00","BIOL0324","7B8FAD3878ACF41ECDD8CA6580275951","F22","major","Elective for Major/Minor","{Lectures,Lab/Fieldwork}","{""Chill and Relaxed"",""Easy Grading"",""No Exams""}",9,5,7,5,True,8,8,10,True,True,0,"I loved taking this course especially because it was a bit easier to balance with some of the more work heavy science courses. There were no exams but there was a good bit a lab work. But all very manageable. Putnam was a great professor especially because she was always able to meet outside of class and was helpful to answer any questions. I would recommend this course to others in the MBBC major.  "
1,"1391ea84-8ab6-487d-a2f0-b8143a8cc7c7","2023-03-26 03:50:24.415+00","JAPN0330","64B1BD910C848B837FB5E3F91CE1665D","S22","major","Elective for Major/Minor","{Projects,Lectures}","{""Chill and Relaxed""}",7,2,6,2,True,7,9,10,True,True,1,"A bit of a strange course. In the first half, we were introduced to anthropological frameworks, concepts such as Orientalism, and a brief overview of Japanese history (focusing on the Meiji period). This culminated with a fairly easy exam where you had to prove your understanding of these concepts by writing about them. In the second half of the course, we applied the ideas we learned to topics we were interested in via a group project. For some reason, though, we spent about 3 weeks preparing these 10-minute presentations. My group worked no more than 5 hours outside of class on this project and got an A, so I have no idea why Linda devoted several weeks to nothing but the project. At the end of the term, you have to write a ~10 page research paper on a topic of your choosing. Overall, there's not that much work, and the class is a breeze as long as you do the readings (which, depending on the week, could be a bit dense). Linda is a good (but probably not great) professor, and this is a good, but not great, class."
1,"921d2db2-3ece-4f93-8e37-0e7e97649fa0","2023-03-26 03:37:54.585+00","CLAS0151","68C8D326BEDC2E16088A2E161583BCF3","F21","neither","Specific interest","{Readings,Lectures}","{""Chill and Relaxed"",""Fair Grading""}",10,4,9,5,True,10,10,10,True,True,1,"One of the best courses I've taken at Middlebury. Pavlos is a fantastic lecturer; every day, he would just come into class and talk off the top of his head for 75 minutes. It is truly incredible how passionate and knowledgeable he is about the material. Grading-wise the course was very easy. We had a midterm and a final (both passage recognition), as well as, if memory serves, one paper the entire semester. If I were to criticize anything, it would be the fairly lackluster discussion sessions, but despite being boring, these still deepened my understanding of the material. Overall, this is a very low pressure course on some very valuable material, taught by a brilliant professor."
1,"e09fabd3-5038-46e3-97b2-c5383d61a200","2022-10-27 18:11:06.541+00","HIST0103","D2A10AF977306BF58B10DC58EEA6A640","F22","neither","Distribution elective","{Lectures,Readings,Discussions}","{Fast-Paced,""Fair Grading"",""Easy Exams""}",5,6,5,4,True,7,10,7,True,False,0,"The course just has a lot of busy work. If you’re willing to spend the extra time to do the busy work it is not hard to do well. Prof was super approachable for me and was always happy to answer questions and give extra help. You have every resource to get an A+ on every assignment available to you, but you have to do all the work for it. "
1,"7f8270ce-8c9c-4045-b554-f6e1cb165a45","2023-03-26 19:31:14.124+00","PSCI0101","63F41E336B54F6A579DBDAC795BD58D7","S21","neither","Specific interest","{Readings,Papers,Lectures}","{Fast-Paced,""Constant Reading"",""Fair Grading""}",7,6,9,7,True,9,9,6,True,True,0,"Dr. Fram was an extremely knowledgable about the texts, and I thought did a great job of explaining them so that we as a class could make our own opinions on what is the best regime or what is justice for example. Lectures were super engaging, and my writing analytical skills greatly improved taking his course. If you dissected passages and presented them in a coherent manner, you would get an A on papers. A decent volume in terms of reading (keep in mind, coming from a STEM student), but well worth putting in the time. "
1,"2a0cd529-f6ae-44f7-b804-6077e3b2f19f","2022-11-06 15:54:58.233+00","GRMN0464","A392B22FC71DFDA563379925E5E33984","F21","minor","Elective for Major/Minor","{Readings,Discussions}","{""Constant Reading"",""Fair Grading"",""Project Exams""}",8,5,6,7,True,10,10,5,True,True,1,"Bettina is one of my favorite professors at Middlebury! She is friendly and enthusiastic and leads a great discussion. I have taken 2 400 level courses with her and they were both lively, discussion-based, and fun. Homework was usually a reading before each class, with occasional essays/ projects sprinkled in.  Bettina is super accessible! One time when I couldn't make it to office hours she scheduled a meeting with me on zoom after dinner and explained a grammar concept I was having trouble with (that was out of the scope of the class!). She is super dedicated to helping you succeed. 

Workload wise, I think the higher level German classes have been some of the more chill classes I've taken at Midd, although I did find the final paper a little bit daunting. "
1,"a71372ee-2f54-41ea-808f-6541e735ca9b","2023-03-26 19:30:16.348+00","BIOL0211","7BAAEF7AFCBE354564B9E003B32AB499","F22","major","Required for Major/Minor","{Lab/Fieldwork,Lectures}","{""Chill and Relaxed"",""Fair Grading"",""Easy Exams""}",6,5,6,4,True,6,5,7,True,True,1,"Overall I learned a good bit but did not retain a ton of the knowledge. It was useful to learn R in the lab setting which is an important skill to have going forward. Sam was a good professor but you could tell biostats is not his passion which made the lectures a bit boring at times. Overall my class was really fun because we had a good group of students and lab was rewarding. "
1,"c257de8d-6c0d-4776-8740-f5c83cf49e63","2022-11-06 16:04:12.66+00","CHEM0301","82BC2F99BBA7A6AB086BB2602F08E656","S22","major","Specific interest","{Lectures,""Group work""}","{Project-Heavy,Fast-Paced,""Fair Grading""}",7,5,6,2,True,7,7,8,True,True,0,"I really enjoyed this course. It was structured as an overview course and we got to cover a lot of different kinds of material. We talked about antibiotics, structure-activity relationships, and specific drugs. Most of the learning came from the lecture with occasional scanning of the textbook for facts. Assessments were in the form of group projects or open-book exams."
1,"43aa75eb-5587-4511-9b1a-36238667f970","2022-10-27 18:11:27.943+00","INTD1127","389D002F396CF6568D23AC3816DC3D74","W22","neither","Specific interest","{Lectures,Readings,Exams}","{""Chill and Relaxed"",""Constant Reading"",""Fair Grading""}",10,5,9,2,True,6,10,6,True,True,1,"an extremely fun class. If you like trees, or nature in general, it is worth taking the time to take this class and walk around the campus with Tim. You will really get more out of this is you are interested in the subject. Learning to identify trees is a genuinely cool skill, and the risk assessment portion of the class is good for critical thinking skills. I would take this class many times over. Only thing is that it is cold, and you walk around OUTSIDE. dress accordingly"
1,"b40a27de-dc06-45cb-8199-3d7d9ca1c322","2022-11-06 19:49:36.973+00","ENVS0220","7E956EED64F609D9E16DC3C6A3DE9B67","F22","major","Distribution elective","{Research,Projects,Lectures}","{""Chill and Relaxed"",""Fair Grading"",""Project Exams""}",10,4,10,2,True,5,10,8,True,True,1,"I really loved this course, Carolyn is so wise and so intuitive with her work. The whole semester you work towards one project and there is probably like 5 readings total. The class is almost entirely discussion based. This is not really a course where you will learn about yourself in relation to the environment. There were many moments that me consider other ways of thinking. Overall I loved this course because of the lessons i took away from it. "
1,"f27f916d-0bfa-45bf-b10c-dbc1577ba4f1","2023-03-29 22:29:45.236+00","ENGL0108","9FBE17ED74F41AB70C5A36067B5A00DF","F22","major","Elective for Major/Minor","{Readings,Discussions,Papers}","{""Chill and Relaxed"",""Fair Grading"",""No Exams""}",7,4,6,2,True,10,10,10,True,True,1,"this was a really easy course, with not many weekly readings. the only downside was the course was at a very early hour, but the professor had so much enthusiasm it was contagious. everyone should take this, especially those that need a distribution requirement!"
1,"2fa3b39d-d98b-483d-897f-0f49f7f6bda1","2023-03-30 14:51:59.776+00","HARC0130","243888F88F4B248808BB0703E7F9130B","F22","major","To try something new","{Projects}","{Fast-Paced,Project-Heavy,""Fair Grading""}",10,5,10,10,True,10,10,10,True,True,1,"Misty made me declare architecture as a major, and is the best professor I have had at Middlebury, despite it being her first semester ever teaching. There was an incredible emphasis on learning to learn, rather than learning for a grade or some specific result. She taught the class with passion, and with the intention of creating a community within the class. There was a significant amount of outside work, especially towards the end of the semester, but it was all work I enjoyed. I am looking forward to taking additional classes with Misty."
1,"993c7ed3-290d-468c-ac3d-651fa2b9a667","2022-11-06 19:53:01.98+00","HEBM0101","B08C0725FED9D9AECD7CD5094149492F","F22","minor","Specific interest","{Homework,Discussions}","{""Chill and Relaxed"",""Easy Grading"",""No Exams""}",6,1,5,3,False,3,10,10,True,False,0,"Michal is the chillest teacher at Middlebury and is so beyond accommodating that she would do pretty much anything to make sure students are enjoying the classes. There are no homework or tests if you don't want there to be, and vice versa. This class has you as the captain of the ship."
1,"496b6e73-8e94-475a-ac3d-6817d8bbc445","2023-04-21 01:25:58.745+00","ECON0155","DE1DDE977272E8B8D75E391E76AE93F1","S23","major","Required for Major/Minor","{Exams,Readings,Homework}","{""Chill and Relaxed"",""Easy Grading"",""Easy Exams""}",6,3,5,4,False,6,6,6,True,False,1,"The class format is very consistent and the lectures are all closely based on the textbook. There are some points on the lecture that are not in the textbook and vice versa, but generally either one or the other would give you a good grasp of the material. The homework is pretty easy and just tests your knowledge. There are also weekly readings that you have to write discussion responses on, and the amount varies from week to week. "
1,"036640e4-8ad7-41b6-8ed4-0e0d91d259ec","2022-10-26 04:10:45.207+00","MATH0711","24D40C0872F9CE5ED2CDF6F2F9CB82EA","S22","major","Specific interest","{Projects,""Group work""}","{Project-Heavy}",9,6,8,7,True,10,10,10,True,True,1,"711 is an interesting course as we didn't really meet as a class, rather we worked with local business partners in small groups.  So each week, we would meet with Alex and with our business partners to help solve a specific business goal using statistics.  This process was immensely enjoyable.  It culminated in an actual deliverable program, a final report of all findings (about 20 pages for me), and two presentations (one at the symposium and one to business partners).  This means there was lots of opportunities to gain skills, conduct independent research, and create actual value.  This is definitely one of my favorite courses I've taken here at Midd.  And Alex is an awesome professor, super fun to work with and very flexible.  I highly recommend this course to anyone interested in stats-, ml-, or software development-related areas."
1,"eff4a8e5-a410-49b3-8b82-0ca74507e779","2022-11-06 01:48:52.818+00","CSCI0201","F574C0807AA68D774B95DA064BA1475A","F22","major","Required for Major/Minor","{Readings,Lab/Fieldwork,Exams}","{Fast-Paced,""Constant Reading"",""Fair Grading""}",9,5,10,10,True,10,10,10,True,True,0,"Professor Briggs is really patient and kind. I love her teaching style and her exams are easy. This class will be assigned with lots of reading, which is time-consuming but conducive for your understanding of algorithms. 
"
1,"7a9b2d6f-aeb8-4b6b-aac9-fd2812c7da5e","2023-04-04 17:07:59.473+00","PSCI0314","A826A18A4E638CE4880F8C245CF68D80","F22","neither","Pre-requisite for later courses","{Presentations,Papers,Readings}","{Slow-Paced,""Constant Reading"",""Fair Grading""}",1,6,3,3,False,3,2,5,False,False,1,"I personally felt like Professor Lewis made no effort to get to know his students, even in such a small class. He repeatedly got my name wrong and at time would repeatedly not call on me in discussion even though participation was a heavy part of our grade. He was an easy enough grader for the projects, but I would not ever take a class with him again. I felt like his lecturing was not engaging and often just repeated from the readings or previous lectures. "
1,"cef79b5b-202b-4d7c-bdf5-c73e40743b35","2023-04-17 21:08:37.869+00","ECON0229","7D4C6B2D9F24BDB5809D5947FC7338BC","S23","major","Required for Major/Minor","{Homework,Papers,Exams}","{""Chill and Relaxed"",""Constant Reading"",""Fair Grading""}",7,3,8,2,True,8,8,7,True,True,1,"First class w/ Gregg but big fan of how she teaches. Very clear enthusiasm for what she does and the material she teaches. This class is easy if you're even semicompetent in economics and put in some effort into doing the readings and submitting good reading responses (there are only 2)"
1,"3662ab44-df88-4ae0-8efd-de6d09f6dc7c","2022-10-26 02:23:05.704+00","CLAS0150","DBCD8307315D8F33DAB24BD2ABDC0B30","F21","neither","Specific interest","{Papers,Lectures,Readings}","{""Chill and Relaxed"",""Easy Grading"",""Constant Reading""}",7,2,10,6,True,6,8,6,False,False,1,"A kinda mediocre course on very valuable material. We read the Illiad, the Odyssey, the Aeneid, and parts of the Metamorphoses, all in new, reader-friendly translations. These are some of the greatest works of literature ever written and I highly recommend either just reading them, or taking a course to read them and discuss them in. I'm just not sure I can wholeheartedly recommend taking it with Ganiban. His lectures are a little boring and his approach of trying to integrate small-group discussions into the lectures just doesn't work that well. This course needs a dedicated meeting for discussions. The papers and exam don't really pose a significant challenge as long as you've done the readings and are willing to think about them. The saving grace of this course is that there are plenty of opportunities to give your take on the readings during the lecture - that's one way I managed to keep from dozing off. Take this course if you want to read these classic works and don't mind some boring lectures."
1,"67fc5cb6-adcf-440d-984f-a1cb475f6b06","2022-10-27 18:24:45.09+00","ENGL0103","8E9E0EBC961731CCC79C281611143831","F22","major","Required for Major/Minor","{Discussions,Papers,Readings}","{Slow-Paced,""Fair Grading"",""No Exams""}",10,5,10,6,True,10,10,10,True,True,1,"Brayton is the reason I am an english major. I think he’s such a great teacher and truly wants all of his students to do well. There’s a lot of reading, but it is all very interesting so it goes by quickly. The papers are tough, he has some pretty high expectations but he is very accommodating to meeting and providing feedback and pushing back due dates to allow people to write their best work. 10/10 would recommend this course with him for an interesting and useful CW"
1,"764e5abc-c5cc-4323-b85c-7514acadcf8b","2022-10-27 18:26:17.89+00","MATH0223","D3CD48D2B8CAD51ACB0F48C000189315","F21","major","Required for Major/Minor","{Lectures,Homework,Exams}","{""Fair Grading""}",4,5,5,7,False,4,4,5,False,False,1,"Course is overall good. The biggest problem I had was his newly written textbook, which had enough errors to confuse me (thus resulting in waste of hours) often. He's lectures also made me sleepy but it might also be my own problem. "
1,"09f20a46-e3d7-4803-b0a9-e9ee16cb943d","2023-04-03 17:06:37.677+00","ENGL0206","E34554346788B8778EA8B40079C181C4","F21","major","Specific interest","{Papers,Readings,Homework}","{Fast-Paced,""Constant Reading"",""Tough Grading""}",10,6,8,6,True,10,10,10,True,True,0,"Brett is lovely. She cares about her students and actually wants to help students with their writing. She is a tough grader but values improvement more than anything. She assigns a lot of reading but all of it is relevant and she is passionate about every book she teaches. The best part of her class is that she doesn't push class participation, and instead allows her students to spend time thinking about what they have read and form a mini response on it to turn into her biweekly. "
1,"ccc200cd-af66-46a7-ac07-6f6c6e578eb8","2022-10-27 18:33:32.51+00","PSCI0109","E4931EE5E19F27BC9C45B36C97D3E89B","S21","minor","Elective for Major/Minor","{Papers,Readings,Discussions}","{""Constant Reading"",""Easy Grading"",""No Exams""}",8,4,8,3,True,10,10,10,True,True,1,"Kemi is amazing and everyone should take a class with him. He grades based on effort and assigns really interesting readings. I found the papers to be more exciting prompts than normal boring PSCI papers. "
1,"27370de3-3308-4736-a4a0-de4e0302b2a1","2023-04-17 16:02:30.222+00","PSYC0105","0276CA37F898194094DF14FA4FDABC78","S23","neither","Specific interest","{Exams,Lectures,Readings}","{Fast-Paced,""Easy Grading"",""Difficult Exams""}",8,6,7,5,True,8,8,6,True,True,0,"This course had a pretty typical format, with nightly readings, traditional lectures, and quizzes every couple weeks. The material is not extremely difficult, but you definitely need to put some time into studying and staying on top of the work. Most of the assessments are quizzes/tests, so be prepared for that. Overall a very interesting class and worth the time."
1,"b73e9fa7-b453-4f2a-8f25-5839c00c974e","2023-04-03 22:40:05.555+00","RELI0130","A4B8F95413AED0F4A12C13EF4849317D","F22","neither","Specific interest","{Readings,Papers}","{""Chill and Relaxed"",""Constant Reading"",""Easy Grading""}",10,3,7,4,True,10,10,10,True,True,1,"Amazing course. I could not recommend JCD more. He is very fair, engaging, funny, and understands students well. His approach to teaching Christianity is very unbiased and historically based. The papers require careful reading of the required readings and taking some notes during lectures. "
1,"4071ed3b-f2dc-43cc-9b8e-7958152e9a1d","2022-11-06 22:22:07.186+00","RELI0130","A4B8F95413AED0F4A12C13EF4849317D","F22","neither","Distribution elective","{Discussions,Papers}","{""Chill and Relaxed"",""Fair Grading"",""No Exams""}",9,4,6,2,True,10,10,10,True,True,1,"Prof Davis is amazing and really cares about what he is teaching. He wants you to learn and enjoy class times, always bringing in outside perspectives in order to engage the entire class. The workload is very reasonable, with only 3 papers and readings for class and discussion. "
1,"916d1f8e-d194-40c9-b33a-98803bf1c409","2022-10-27 02:51:46.81+00","ECON0211","3F14B3B9EC244441F572AAEC07DC4401","F21","major","Required for Major/Minor","{Homework,Projects,Exams}","{""Fair Grading"",Fast-Paced,""Difficult Exams""}",10,7,10,7,True,10,10,10,True,True,0,"I thoroughly enjoyed taking this class with Professor Myers. The class certainly required devoting quite a bit of time towards problem sets due every week. Exams were certainly not easy, but studying for them was a lot easier because we had access to lecture recordings. Myers' enthusiasm for the class is infectious, and her research is really cool."
1,"26347aad-e7e5-41ca-8fbb-4cd23f34a731","2022-11-06 23:42:55.984+00","_ART0380","2A3612F3931E8BDE207BA2F553506727","F22","neither","Specific interest","{Lectures,Homework,Presentations}","{""Chill and Relaxed"",Project-Heavy,Ungrading}",9,2,9,1,True,10,10,10,True,True,1,"Awesome intro to photography class! Really love Professor Leftheris. The course is what you make of it and the professor is super helpful with feedback and support. I would highly recommend for an ART requirement."
1,"91197ee2-9820-42bb-ba9c-810c36089833","2022-11-07 00:31:06.109+00","ARBC0101","C18B43860BECC98255C81AE287D89299","F21","minor","Specific interest","{Discussions,Exams,Homework}","{""Chill and Relaxed"",""Lots of Homework"",""Fair Grading""}",7,6,6,8,True,7,7,3,True,True,0,"Sam was a great teacher but can be a bit annoying at times when it came to accommodations. He is there for your success though and will give you opportunities to catch up, redo quizzes you did very poorly on, and more. Just make sure you know the material well this semester as the Arabic semester is tough!"
1,"08314bda-a83e-4951-a239-527c2f2dc54f","2022-11-07 00:35:57.927+00","ARBC0102","6A4690E148F4EF2A0767AFCB7011AEC2","W22","minor","Specific interest","{Readings,Discussions,Homework}","{Fast-Paced,""Lots of Homework"",""Fair Grading""}",6,8,8,10,False,7,8,3,False,False,1,"Dima is great, but just PLEASE PLEASE PLEASE learn the material WELL! The things you learn here will be used for the rest of your time learning the language, like Idaafas and such. It is challenging but Dima is extremely patient. Just don't fall behind as she is hardcore and isn't the greatest with accommodations. "
1,"22e9ac64-06d3-42a9-a5d7-923e5f7fac68","2022-10-27 03:31:05.617+00","PSCI0104","B4D34C135EA69007C2A5EA1B70DBD78A","F21","major","Needed to fill schedule","{Lectures,Papers,Discussions}","{""Chill and Relaxed"",""Fair Grading"",""Easy Exams""}",7,4,5,2,True,7,10,7,False,True,0,"Professor Bert Johnson is nothing short of a great human, professor, and all around great guy.  Although the course itself can be a bit bland, Bert's enthusiasm can be a game changer. He loves what he is teaching and definitely knows he's stuff. He also is very understanding in extensions and can be great source for literally anything politics. His office hours are fun to go to and very informative, you'll get your questions answered and more. In sum, this course by itself is alright but if you're looking for a schedule block to fill or just something relatively enjoyable and light, Intro to American w/ Bert is the way to go.    "
1,"31c564c7-0d91-44f8-8428-95e4f15f1c5a","2022-11-07 01:24:44.285+00","BIOL0314","E82A3376ABD68AE9B0DA115A49CA1403","F22","major","Required for Major/Minor","{Lectures,Lab/Fieldwork,Homework}","{""Chill and Relaxed"",""Fair Grading"",""No Exams""}",10,5,10,10,True,10,10,10,True,True,0,"Loved taking this class with Jeremey! Explains things so well and I feel really prepared for other courses with this solid foundation in molecular genetics. Weekly problem sets instead of exams, which I loved. Also, learned so much in lab and he was always so helpful when trouble shooting experiments."
1,"2b2d1034-0b0d-4f5c-a941-a09d0ca6fbc9","2022-11-07 01:36:51.019+00","ECON0155","DE1DDE977272E8B8D75E391E76AE93F1","S21","neither","Pre-requisite for later courses","{Lectures,Exams}","{""Chill and Relaxed"",""Fair Grading""}",7,5,7,5,True,8,8,8,True,True,1,"I really enjoyed Prof. Holmes' style--she's super kind and engaging. Great lecturer, but what I liked the most was that she ties a lot of the concepts we learn in lecture to real world events/trends, which was awesome. Very nice for an intro class."
1,"3167af43-7eb6-4ca1-8f82-148f1fa9ff44","2022-11-07 01:42:02.887+00","MUSC0209","195B554A9E61B496B1A68AF2B468319C","F21","major","Specific interest","{Presentations,Projects,Discussions}","{""Chill and Relaxed"",""Fair Grading"",""No Exams""}",10,3,6,0,True,10,10,8,True,True,0,"I am so glad that I took this course in the first semester in my freshman year as it greatly altered my perception of music, and influenced me, a stem-oriented person, to pursue the music major as I am doing today. In this class, Su takes you through different perspectives of the definition of music and art. The first composition is undoubtedly music, while further projects stretch one's perception of music to its absolute extreme. While taking the course, the projects may seem confusing and sometimes too abstract, but in the end one will have a much broader, and much more openminded perspective towards music as an artform. (TLDR: trust the process)"
1,"9397541c-3d17-4366-8ed0-2b57a839a8af","2023-04-17 14:26:44.789+00","ECON0155","DE1DDE977272E8B8D75E391E76AE93F1","S23","major","Required for Major/Minor","{Lectures,Readings,Homework}","{""Chill and Relaxed"",""Lots of Homework"",""Fair Grading""}",5,5,7,5,True,7,6,7,True,True,0,"Professor Holmes manages to make an otherwise dense content-wise class enjoyable and engaging. As long as you are doing the readings and achieving assignments you'll find the class fairly easy to keep up with. She's also incredibly easy to get in contact with and accommodates those that need it. "
1,"65bfd7ce-dd3b-4b54-8e41-ae732ad38c20","2022-11-07 03:13:34.941+00","FYSE1071","1641BA5F8F8DAB211330DAF99D724EDF","F21","neither","Specific interest","{Readings,Papers,Discussions}","{""Chill and Relaxed"",""Fair Grading"",""No Exams""}",7,4,7,5,True,9,9,10,True,True,1,"Suzanne Gurland is awesome. She has so much passion for her subject and encourages really interesting discussions. The readings are short but relevant, and the paper grading is average. Overall a great FYS!"
1,"2ce0919f-f36d-4d5e-9f71-b7ddfe9084c0","2022-10-27 02:57:14.427+00","BIOL0145","8DEB11E25EC65E57992F153094A6E312","S22","neither","Specific interest","{Lab/Fieldwork,Exams,""Group work""}","{Fast-Paced,""Constant Reading"",""Fair Grading""}",3,6,6,5,False,1,1,5,False,False,1,"This course was a worksheet-based class meaning that we were split into groups, and we had to work on a worksheet with the help of TAs. The Prof only commented on the word document, and there was hardly any teaching on her part besides having to watch video-lectures before coming to class. The TAs were doing the professor's job, which was odd. The readings and tests were durable. "
1,"5a1572c5-754e-4d46-8ad0-4212a3094474","2022-10-27 02:50:20.923+00","DANC0277","3F1285F4DD81824CB42A177D0893577D","F22","neither","To try something new","{Projects,Lab/Fieldwork,Discussions}","{""Chill and Relaxed"",""Fair Grading"",""No Exams""}",9,3,8,5,True,10,10,10,True,True,1,"This course has been extremely interesting and definitely encapsulates the liberal arts experience. The work includes weekly discussion sessions on readings and weekly labs to different locations around Middlebury. "
1,"0bc6414e-58bd-4f40-9e92-b1cc591b901c","2022-11-07 03:57:08.273+00","CLAS0143","42179414C25D051A55B61D24EA934542","F22","neither","To try something new","{Presentations,Lectures,Readings}","{Slow-Paced,""Constant Reading"",""Easy Grading""}",4,2,4,1,False,5,7,7,False,True,0,"This course is an interesting look into the concept of a Republic via the successes, trials, and shortcomings on the Roman Republic. Professor Star is enthusiastic about the material, and is a thoughtful professor. My one complaint is that the course assumes a lot of prior classics knowledge / desire to pursue the classics studies further. Just taking it as a distribution / curiosity, it is definitely still interesting, but sometimes feels difficult to stay engaged in discussion, which I think contributes to a sort-of stagnant classroom."
1,"58100930-8076-42e6-9af3-8a58e02dcc32","2022-11-07 05:56:41.945+00","CSCI0465","0000B179AB1F457FE988C16085F42DDE","F22","major","Required for Major/Minor","{Projects,Homework,Lectures}","{""Fair Grading"",""Project Exams""}",10,4,8,4,True,10,10,10,True,True,0,"Prof. Andrews' teaching style is very learning-oriented. Also, his self-grading policy greatly reduced stress about deadlines and made me truly focus on the learning experience itself. The material is widely applicable, and I now understand the building blocks of the visualization tools such as tableau. Would definitely recommend taking this class with Andrews!"
1,"20cc67e5-e12c-43b7-8f30-43d0acf257e8","2023-04-17 06:05:01.779+00","PHYS0325","0AAE8C22D8324D2266634917327A42FA","W23","major","Elective for Major/Minor","{""Group work"",Lab/Fieldwork,Lectures}","{""Lots of Homework"",""Fair Grading"",""No Exams""}",8,6,8,20,True,8,9,9,True,True,1,"I took this course with both Herdman and Hess as instructors. The course materials were very interesting and it definitely will help out if you are planning to something computational in the future. You get to choose your own grade based on your performance in the course (it has to be reasonable though). "
1,"46301538-659a-4e60-9b11-1f679f440303","2022-10-27 03:18:03.277+00","GSFS0329","908485A2FA661010AA86B854469E40E2","F21","neither","Specific interest","{Readings,Discussions,Exams}","{""Tough Grading"",""Constant Reading"",""Difficult Exams""}",1,8,5,7,False,1,7,1,False,False,0,"This was the absolute worst course I have ever taken, not for the material which was very interesting, but for the Professor. I, and many others, left her office hours in tears. Exams were roughly 15 short answers in 20 minutes, while being open note, they were too fast paced to adequately answer the questions. She was unaccomodating when I experienced violence on campus and expressed how that was affecting my performance in her class to her, she gossiped about others in the field in class, made transphobic remarks to another student, does not give extensions or excused absences even with the accommodations or dean's email (even says the no excused absences in the syllabus openly), and has created an overall hostile learning environment. After expressing my concerns with this class and showing my dean emails, he helped me file a formal complaint on Carly due to how seriously horrible my and others' experiences were. She is incredibly smart but just an insufferable person to be around, even just on zoom. The readings, while very interesting, felt endless and constant enough to absorb very little. Do not take this class unless you absolutely need it, or have thick skin and can kiss up since thats the only way you will get through.  "
1,"ddc11d6d-647f-4e23-b6a6-791780360dbc","2022-10-27 19:02:55.28+00","EDST0115","6AF32EA7C0382BDE59813BC0AD625ABE","S21","minor","Someone recommended it","{Papers,Readings,Discussions}","{""Chill and Relaxed"",""Easy Grading"",""No Exams""}",7,2,6,2,True,10,10,10,True,True,1,"Tara is amazing and totally one of those profs that everyone should take a course with before they graduate. However, I feel like this course was a little overhyped and I didn't feel like it was ""life-changing"" like everyone said it was. I think students who went to private school or white suburban public schools would get a lot out of this but for those who experienced or witnessed marginalization/racism in their educational institutions or who have read critical race theory before, this course is pretty elementary. That being said, most students at Midd would get a lot out of this course. "
1,"25495a3f-5bcb-4088-8153-4f3086863b4a","2022-11-07 04:04:23.338+00","INTD1127","389D002F396CF6568D23AC3816DC3D74","W22","neither","Specific interest","{Readings,Lab/Fieldwork,Discussions}","{""Chill and Relaxed"",""Fair Grading"",""Project Exams""}",10,3,8,3,True,10,10,9,True,True,1,"This course was absolutely fantastic, and, I think the epitome of what J-Term courses should be. Over the course of a month, I gained a respect for the trees on campus, and the work that goes in to maintaining them that I never would have expected. Despite no environmental science experience, the material was very welcoming, even the more technical parts. Labs were quite fun, albeit cold. Assessments were relatively minimal, and when they did require more thought they were quite self guided in a way that allowed me to really focus on a topic interesting to me. Do be prepared for a large amount of reading the first week or so--Tim only knows how to speed-read, and so assigned us a lot forgetting that we cannot read as fast as him. It's a fun story, and not a complaint."
1,"1876cc5f-4aa4-4d53-babe-e69a13a6d59f","2022-11-07 04:43:28.184+00","MATH0218","834C7F42E577464DCC70BDEB6B2F4813","S22","neither","Specific interest","{""Group work"",Homework,Projects}","{""Fair Grading"",Project-Heavy,""Chill and Relaxed""}",7,6,8,8,True,8,7,7,True,True,1,"An introduction to methods in statistical learning that focuses on practical coding skills in R. (The Machine Learning course in the CS department, I have heard, has a more theoretical focus, which honestly should be the other way around.) Weekly homework are basically mini-projects, with a big project and a midterm (also a mini-project, also in R). Slides were clear and the accompanying textbook was extremely helpful. The pacing was great, so there was not a rushed feeling despite a wide array of topics covered."
1,"ebea98dd-1ec0-4e37-b0df-7a46fe507142","2022-11-07 04:48:11.957+00","ECON0155","0E206A3DE3E62AAF4BBDBD358AA65EBE","S22","neither","Distribution elective","{Exams,Homework}","{""Lots of Homework"",""Easy Grading"",""Difficult Exams""}",2,5,3,4,False,2,7,9,False,False,0,"Professor Sommers is a really really nice guy, but he simply does not teach. The only way to get through the problem sets and exams is to use past material from the class (which Professor Sommers provides). It is ridiculously time consuming, but an A is achievable if you take Professor Sommers' advice and download every answer key he's ever posted."
